language,polarity,rating,source,text,time,wordsCount,details
en,10,0,Foursquare,Great food and my favorite Portuguese beer.,2011-03-17,7,http://tour-pedia.org/api/getReviewDetails?id=52a74d1bae9eef5a50683659
en,5,0,Foursquare,Try a bagel with chorizo and the Portuguese beer Sagres. Yummy!,2011-03-17,11,http://tour-pedia.org/api/getReviewDetails?id=52a74d1bae9eef5a5068365a
en,10,0,Foursquare,"You might be able to get free wifi here, there's a network called Sezgin Y.",2011-09-06,15,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a5068365e
en,5,0,Foursquare,"Not pronounced ""ball sack.""",2012-12-28,4,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a5068365f
en,5,0,Foursquare,Toffee nut latte is only a winter drink.,2013-04-20,8,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a50683660
en,5,0,Foursquare,Great Coffee,2013-08-14,2,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a50683661
en,10,0,Foursquare,Love it!  :-),2013-11-03,3,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a50683662
en,5,0,Foursquare,try the pizza.,2010-05-07,3,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a50683664
en,5,0,Foursquare,They don't take credit cards. Cash or EC card only.,2011-10-23,10,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a50683666
en,5,0,Foursquare,You should try the Insalata Straccetti - salad w/ steak. Awesome!,2012-06-17,11,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a5068366a
en,10,0,Foursquare,Pasta ist immer super. For breakfast try '2 Eier im Glas' or tomato/mozarella toast,2012-06-18,15,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a5068366b
en,5,0,Foursquare,Nice outdoor space with the right amount of shade. If there is shade.,2012-10-29,13,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a5068366d
en,10,0,Foursquare,Loving the atmosphere and excellent affordable food.,2012-11-03,7,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a5068366e
en,10,0,Foursquare,best hot chocolate i've had in Berlin hands down,2012-12-08,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a5068366f
en,10,0,Foursquare,Penne Arrabiata is great. Order it with some tenderloin tips!,2010-02-14,10,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a5068367c
en,5,0,Foursquare,See and be scene at this place. The truffle pasta is YUM!,2010-08-17,12,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a5068367d
en,10,0,Foursquare,Adress of good italian kitchen. Dogan G.,2012-03-11,7,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a5068367f
en,5,0,Foursquare,First time? Get the penne all'arrabiata,2012-04-05,6,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a50683680
en,10,0,Foursquare,The best truffle pasta I ever had.,2012-05-15,7,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a50683683
en,5,0,Foursquare,"Great place, its real italy in Berlin.",2012-08-03,7,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a50683685
en,5,0,Foursquare,Try the Asian Fingerfood and spot it on Foodspotting!,2010-11-21,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a5068368f
en,5,0,Foursquare,Try the Phad Thai and spot it on Foodspotting!,2010-11-21,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a50683690
en,5,0,Foursquare,Try the Asian Fingerfood and spot it on Foodspotting!,2010-11-21,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a50683691
en,5,0,Foursquare,Finest Thai Food!,2011-06-06,3,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a50683692
en,10,0,Foursquare,Excellent food but the restaurant itself lacks charm. Not much different than the other thai restaurants in Friedrichshain.,2011-10-18,18,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a50683694
en,10,0,Foursquare,delicious Thai food,2012-01-28,3,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a50683697
en,5,0,Foursquare,Get any curry with crispy chicken and springrolls.  My favourite Thai food !,2012-05-15,12,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a50683699
en,5,0,Foursquare,ask for the menu of the restaurant next door. you can order from both restaurants.,2012-05-24,15,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a5068369a
en,5,0,Foursquare,"This thai restaurant in the trendy Simondachstrasse has an original, fresh and tasty menu. Very well priced and very good service, if you like asian food, run !",2012-05-30,27,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a5068369b
en,0,0,Foursquare,"This place used to be better. The glass noodle salad was bland, and the veggies were old. Bla!",2012-06-06,18,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a5068369c
en,5,0,Foursquare,The tastiest thai food in Berlin!,2013-01-11,6,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836a1
en,5,0,Foursquare,Phad Thai - very tasty!,2013-02-17,5,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836a3
en,0,0,Foursquare,"Think oil. Loads of oil. The place gets smelly during lunch time, so instead go to Onsen and ask for the Lemon Grass menu (yes, you can do that).",2013-02-20,29,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836a4
en,10,0,Foursquare,Such a lovely place with asian food. Delicious and not expensive. Great soup and fresh springrolls.,2013-03-06,16,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836a5
en,10,0,Foursquare,My friend says: it was good. Repeatedly.,2013-03-19,7,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836a6
en,10,0,Foursquare,Phad Thai is really good,2013-03-22,5,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836a7
en,5,0,Foursquare,"To get vegan dishes you have to ask them to NOT put the fish sauce, it is almost in any dish.",2013-04-07,21,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836a8
en,8,0,Foursquare,SEHR LECKER!!!!!!!!!! Padthai is seriously genuine Thai taste. Love it with shrimp!!!!!!!!im so happy finding this place!!!!!!!!!!!thank you:oDD,2013-05-01,21,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836aa
en,10,0,Foursquare,"Pretty average. Nice atmosphere, but the food is nothing to write home about.",2013-07-07,13,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836ab
en,10,0,Foursquare,Really good food,2013-07-30,3,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836ac
en,10,0,Foursquare,The Phad Thai is really good!,2013-08-03,6,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836ad
en,10,0,Foursquare,The Thai sweet tea tastes like instant tea. Food is slightly overpriced for the value.,2013-09-08,15,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836b0
en,10,0,Foursquare,Best Asian food in the zone,2013-09-11,6,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836b1
en,0,0,Foursquare,"Slow, very unattentive. Probably not worth the wait.",2012-10-20,8,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836b7
en,10,0,Foursquare,"Nice breakfast for a good price. I didn't like the coffee though, it was really bitter.",2012-12-20,16,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836b8
en,10,0,Foursquare,Always great music. Super calm place to work during the day. Wifi. Good coffee. What's not to like?,2013-03-12,18,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836bb
en,10,0,Foursquare,they actually offer aperitivo - nice!,2013-07-23,6,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836c0
en,5,0,Foursquare,"This people are too cute! Fucking Italian hungover mojito like drink and Nutella!!!! Rain or shine, futuro is tha bomb!",2013-07-29,20,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836c1
en,5,0,Foursquare,Disappointed in my cookie and coffee..  But I enjoyed the atmosphere and look forward to going back for drinks and movie nights!!!,2013-10-12,22,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836c3
en,5,0,Foursquare,"Good in ""spargel"" season",2010-02-05,4,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836c5
en,5,0,Foursquare,"For private talks in a Twin Peaks world: Wood panels, owls, stuffed animals and working cuckoo clocks. Minus the cherry pie and agent Cooper, of course.",2012-01-26,26,http://tour-pedia.org/api/getReviewDetails?id=52a74d1cae9eef5a506836c7
en,10,0,Foursquare,Fois Gras in the block for a reasonable price.,2010-03-13,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a506836d6
en,10,0,Foursquare,"get the daily lunch special, 10 for a really nice plate and a glass of wine. recommended!",2010-10-11,16,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a506836d8
en,10,0,Foursquare,Best steak in town.,2011-07-09,4,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a506836d9
en,10,0,Foursquare,"Great steaks, very nice sides and even lunch menus",2011-09-17,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a506836da
en,5,0,Foursquare,"With various filets of the day for carnivorous purists of a discerning stripe, Filetstück is a watershed steak house of the highest order.",2011-10-26,24,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a506836db
en,10,0,Foursquare,Amazing service from Michael with great streak and wine.,2012-11-02,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a506836dc
en,10,0,Foursquare,"Best Steak place in the city. Ask for some advice on what to order from the staff, they know what they're talking about.",2013-01-21,23,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a506836dd
en,10,0,Foursquare,Amazing streak again. It was about time,2013-03-15,7,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a506836de
en,5,0,Foursquare,"Excellent steak. Pricey but fantastic meat. The side dishes are perhaps a little too flavoursome, some may say it overpowers the steak. The 'Jus' sauce is a must.",2013-08-23,28,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a506836e0
en,10,0,Foursquare,recommended by KreW member Andreas for their incredibly good beef.,2013-10-22,10,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a506836e2
en,10,0,Foursquare,"the steaks are great and cheap. e.g. a 400 gramm tenderloin for 8,- Euro. also featuring XXL Steaks up to 800 gramm.",2009-12-21,21,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a506836e4
en,10,0,Foursquare,Food here is very good the steak i had was like haven try it,2011-03-11,14,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a506836e5
en,0,0,Foursquare,Tscheburek ( pastry filled with spinach and cheese or meat) with sour cream is highly recommended! Also the Russian ice cream is yummy and cheap.,2011-08-23,24,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a5068370a
en,0,0,Foursquare,Tscheburek (Pie with spinach or mear filling) with sour cream rocks. Try the cucumber salad with that and russian ice cream! So cheap and yummy.,2011-09-07,25,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a5068370b
en,5,0,Foursquare,Great little restaurant with a mostly German fusion cuisine. The staff is terribly friendly and everyone should at least have eaten the typically Berlin 'Party bei Juhnkes' (liver with onions and appl,2010-10-10,32,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a5068370d
en,10,0,Foursquare,"great food, nice people. changing menues every 6 weeks or so.",2010-12-13,10,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a5068370e
en,5,0,Foursquare,Hertie party!,2013-09-06,2,http://tour-pedia.org/api/getReviewDetails?id=52a74d1dae9eef5a50683711
en,10,0,Foursquare,"If the weather is good, make a reservation.",2013-07-25,8,http://tour-pedia.org/api/getReviewDetails?id=52a74d1eae9eef5a5068373e
en,10,0,Foursquare,Meeting + eating with the very fine guys from WELT Online,2010-01-09,10,http://tour-pedia.org/api/getReviewDetails?id=52a74d1eae9eef5a50683752
en,10,0,Foursquare,the most delicious cake in the Government District,2009-12-15,8,http://tour-pedia.org/api/getReviewDetails?id=52a74d1eae9eef5a50683757
en,0,0,Foursquare,Don't go there during lunchtime if you don't want to wait hours for your food.,2010-04-29,15,http://tour-pedia.org/api/getReviewDetails?id=52a74d1eae9eef5a50683758
en,10,0,Foursquare,"yummy breakfast, super style",2010-07-02,4,http://tour-pedia.org/api/getReviewDetails?id=52a74d1eae9eef5a50683759
en,10,0,Foursquare,The Blueberry Pancakes are absolutely delicious (sometimes vary according to the chef)! The Tango deluxe breakfast is one of the best mixed breakfasts I ever had.,2013-06-03,26,http://tour-pedia.org/api/getReviewDetails?id=52a74d1eae9eef5a50683762
en,10,0,Foursquare,Nice tapas and excellent screening of German footie matches!,2012-08-06,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d1eae9eef5a5068376b
en,10,0,Foursquare,"Try the Currywurst. Low price, huge dish. Always good.",2010-01-20,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d1eae9eef5a50683770
en,10,0,Foursquare,Are you confident in eating 700gr Argentina rib-eye steak? Check here if you did that!,2011-11-10,15,http://tour-pedia.org/api/getReviewDetails?id=52a74d1fae9eef5a50683781
en,0,0,Foursquare,Lamb steak not very impressive!,2012-03-01,5,http://tour-pedia.org/api/getReviewDetails?id=52a74d1fae9eef5a50683782
en,5,0,Foursquare,Try the lamb!,2012-04-05,3,http://tour-pedia.org/api/getReviewDetails?id=52a74d1fae9eef5a50683783
en,5,0,Foursquare,"Food was good, but be patient! They can't be complimented for speediness!",2012-05-13,12,http://tour-pedia.org/api/getReviewDetails?id=52a74d1fae9eef5a50683784
en,10,0,Foursquare,Here there was the Pressecafé. The only remnant is the sign on the corner. The large colored frieze of industrial enamel (1969-73) by Willy Neubert has disappeared behind the Escados advertising.,2012-10-17,31,http://tour-pedia.org/api/getReviewDetails?id=52a74d1fae9eef5a50683785
en,10,0,Foursquare,"Impressive place. I came here for trying the typical german currywurst and I was very satisfied. Waiters were polite and fast. It's not expensive for what they offer, imho.",2013-01-22,29,http://tour-pedia.org/api/getReviewDetails?id=52a74d1fae9eef5a50683786
en,10,0,Foursquare,Nice place: Large and tasty meals! ;),2013-07-06,6,http://tour-pedia.org/api/getReviewDetails?id=52a74d1fae9eef5a5068378a
en,0,0,Foursquare,Disgraceful Attitude from Waitress-she ask tip insistly and it was not including in our bills.i think this behaviour is not acceptable...i hate this place because of that...,2013-09-09,29,http://tour-pedia.org/api/getReviewDetails?id=52a74d1fae9eef5a5068378c
en,5,0,Foursquare,Perfect...........,2013-10-18,1,http://tour-pedia.org/api/getReviewDetails?id=52a74d1fae9eef5a5068378d
en,0,0,Foursquare,"If u need the toilet, go in, the don't ask u c50 ;)",2013-08-24,12,http://tour-pedia.org/api/getReviewDetails?id=52a74d1fae9eef5a50683799
en,10,0,Foursquare,Bissfest Salad is really great!!!,2010-06-22,5,http://tour-pedia.org/api/getReviewDetails?id=52a74d1fae9eef5a5068379b
en,10,0,Foursquare,"Great food, calm and wonderful atmosphere and free WIFI!",2011-11-01,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d1fae9eef5a5068379e
en,10,0,Foursquare,This place looks like how some soap opera set designer would imagine a trendy (his words) café in Berlin Mitte. And everything else is just as shallow.,2013-10-03,27,http://tour-pedia.org/api/getReviewDetails?id=52a74d1fae9eef5a506837a2
en,5,0,Foursquare,Currywurst (mit Darm) & Pommes - Top!,2011-04-03,6,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068380f
en,10,0,Foursquare,Best Currywurst in Town!!!,2011-10-07,4,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683811
en,5,0,Foursquare,Try the Curry Wurst Mit Pommes Mayo (via @Foodspotting),2012-03-04,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683814
en,5,0,Foursquare,Gross! Disgusting option. There is always somewhere better to eat.,2011-04-16,10,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068381e
en,0,0,Foursquare,There's a code lock on the bathroom door. Casually wait until someone comes out ;),2011-05-28,14,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068381f
en,0,0,Foursquare,Use toilet here. Don't touch the food or drink..... Gain access with a 'Mc shit and lies'.,2012-12-09,17,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683826
en,5,0,Foursquare,Payments only cash... My Coke Zero has a taste like water...,2013-09-05,11,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683828
en,10,0,Foursquare,Best Cappucino in town und einfach super nette Atmosphäre!,2011-10-11,10,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068382a
en,5,0,Foursquare,Delicious Baguettes.,2011-10-25,2,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068382b
en,5,0,Foursquare,Great coffee!,2012-08-27,2,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068382d
en,10,0,Foursquare,Great Baguettes! Friendly prices :),2013-08-08,4,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068382e
en,5,0,Foursquare,"These ice-creams are just great, you'll beg for more:)",2012-09-02,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683836
en,5,0,Foursquare,For all lactoseintollerant people: love Starbucks for serving lactosefree milk with no extra charge!,2010-04-21,14,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068383b
en,10,0,Foursquare,Free WLAN - two hours,2011-02-26,5,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068383c
en,5,0,Foursquare,"For all those low-fat intolerant people: try the full milk version of your favorite espresso drink. Tastes way better, yo!",2012-02-15,20,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068383d
en,5,0,Foursquare,Try the mixed salad (chose from three different homemade salads),2012-04-24,10,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683842
en,8,0,Foursquare,"It looks a little bit cheap, but this place has amazing value for your bucks. Using food from local farmers’ markets, this place serves great changing daily dishes.",2012-07-21,28,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683844
en,10,0,Foursquare,"Best vegetarian lunch on Oranienstraße. The earlier you come, the bigger the choice of dishes.",2013-01-20,16,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683845
en,10,0,Foursquare,"Not only amazing lunch, but also nice cake.",2013-02-20,8,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683847
en,10,0,Foursquare,"Anaveda is one of the few places around that offers a delicious, filling and healthy meal during lunch. It can get full but you can always squeeze in at a table.",2013-02-20,31,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683848
en,10,0,Foursquare,The carrot salad with ginger is just divine. <3,2013-02-28,8,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683849
en,5,0,Foursquare,"Best Fishcurry I ever had. If you find it on the daily menu, give it a try. ♥",2013-03-20,17,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068384a
en,5,0,Foursquare,The Ratatouille was very filling.,2013-04-06,5,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068384b
en,10,0,Foursquare,Great fresh salads here.,2013-06-06,4,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068384c
en,5,0,Foursquare,Good food but bad service,2013-07-12,5,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068384d
en,5,0,Foursquare,"Try the small salad to go for 4,50. It's worth it!",2013-07-18,10,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068384e
en,10,0,Foursquare,Just had the ayurvedic beet risotto with baked pumpkin and salad. Incredibly flavorful and satisfying. I'll be coming back for more!,2013-08-12,21,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068384f
en,10,0,Foursquare,Great place to read or do some work and free wifi,2011-06-30,11,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683853
en,10,0,Foursquare,Try the hot chocolate - served with some spices and totally yummy.,2011-07-04,12,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683854
en,5,0,Foursquare,Nice brunch on saturdays and sundays.,2011-07-23,6,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683855
en,5,0,Foursquare,Cult brunch location.,2011-08-17,3,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683857
en,5,0,Foursquare,A cosy and wonderful spot just off the main drag. You can come and sit here for hours. Free WiFi too.,2012-12-12,21,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a50683859
en,10,0,Foursquare,Great atmosphere and delicious tarts ... Avoid the too much foam in chai latte,2013-01-06,13,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068385a
en,9,0,Foursquare,"we got the tip from a lovely lady on a bike who just passed by, and we don't regret it.  A cosy little kaffe, just right on a snowy sunday afternoon. Love the cakes.",2013-03-10,34,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068385b
en,5,0,Foursquare,"Don´t be led astray by the name (""Böse Buben"" means ""Bad Guys"" in German): This is one of the most comfy bars and certainly they also let the good guys in to have a coffee, a beer or a small meal.",2013-10-16,43,http://tour-pedia.org/api/getReviewDetails?id=52a74d20ae9eef5a5068385c
en,10,0,Foursquare,Try the really sweet but very tasty apple roll.,2010-03-12,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a50683860
en,10,0,Foursquare,Without doubt the best bread and rolls in Friedrichshain.,2011-10-01,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a50683864
en,10,0,Foursquare,Best bakery in fhain,2012-01-24,4,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a50683866
en,10,0,Foursquare,"Great rolls, we had some withspicy sausage & parma ham, both excellent",2013-03-18,11,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a5068386b
en,5,0,Foursquare,No dogs allowed...,2013-08-13,3,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a5068386f
en,5,0,Foursquare,Everything is delicious except for the coffee. The coffee is lamentably roasty and stale.,2012-01-27,14,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a50683875
en,5,0,Foursquare,Get the Brodowin-Milk for a rare Sahneblotzn-Experience,2013-04-07,7,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a50683877
en,10,0,Foursquare,"Quite expensive, not really tasty - typical touristic place, I wouldn't recommend it.",2012-07-24,13,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a50683880
en,10,0,Foursquare,Nice place to go when you have enough of all the 'authentic' German food... Good price / quality and very attentive service.,2012-08-16,21,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a50683881
en,10,0,Foursquare,"Delicious chicken korma (+rice+naan+salad) + glass of coke + great service and decor = €7,20. Score!",2012-09-28,14,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a50683882
en,5,0,Foursquare,"Great Service, food and drinks! Try the mango chicken!",2013-01-01,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a50683884
en,0,0,Foursquare,"Skip the food, grab the €4 cocktails.",2013-03-04,6,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a50683886
en,5,0,Foursquare,"Advertised as Singaporean, this is really more an Indian place with a Singaporean flare. (But still vaguely authentic, as there are loads of Indians in Singapore.) food is Delicious and Spicy. Prawns.",2013-03-27,32,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a50683887
en,10,0,Foursquare,The portions are huge! One main feeds two persons easily. If you share your dishes it's actually very affordable.,2013-08-11,19,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a5068388a
en,10,0,Foursquare,Enjoy the best....:),2013-08-17,3,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a5068388b
en,9,0,Foursquare,"The Naan is lovely, like the fluffy air bread. And the lentil dish (No. 30) is awesome. Very friendly stuff (invented a new prawn dish for my daughter). Will be back.",2013-08-18,30,http://tour-pedia.org/api/getReviewDetails?id=52a74d21ae9eef5a5068388c
en,5,0,Foursquare,The burgers are amazing. If using your card add a tip before the run it.,2010-10-27,15,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838a6
en,5,0,Foursquare,There is an international menu (e.g. in Russian)/Есть меню на русском языке,2011-05-08,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838a8
en,10,0,Foursquare,"If you fancy some great steak, baked potato and sour cream, this is the place to be!",2011-07-21,17,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838ab
en,10,0,Foursquare,The filet Mignon with a Caesar salad is a good buy! 22 euros,2011-10-17,12,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838ac
en,10,0,Foursquare,"Exceptional meat, very tasty potatoes and bread. Will definitely come again.",2012-06-22,11,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838b1
en,10,0,Foursquare,To put it quite simply: This place was a culinarist heaven on earth. Service was excellent and food was extraordinarily good and was prepared surprisingly fast. Highly recommended!,2012-08-21,28,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838b3
en,2,0,Foursquare,English menu has prices from 1999 or something. beware. Also a small glass of water is like 2 euro so... you might as well order a real drink,2013-01-19,26,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838b6
en,10,0,Foursquare,This was an amazing place. The steak was beautiful and the service was great! I could have easily ate 2 of the steaks!! :P,2013-03-03,23,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838b8
en,8,0,Foursquare,"It's possible to share great T-bone stake (500g) with the friend for just +8€. Your friend will get one more potato and salads. BTW, cheesecake is awesome!",2013-05-19,26,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838bc
en,10,0,Foursquare,Very good stake house! Check out filet mignon (Block house bread and salad are included),2013-06-27,15,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838be
en,10,0,Foursquare,"Hereford Rib-Eye is great, Block House Brot is just amazing.",2013-10-06,10,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838c2
en,10,0,Foursquare,"Tegernseer is awesome. For a special experience, try the Schlenkerla Rauchbier!",2010-10-11,11,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838d8
en,10,0,Foursquare,Try the Kwak. It may be a little gimmicky but tastes good.,2011-11-23,12,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838da
en,5,0,Foursquare,Definitely try Samuel Adams! it's a taste of Boston!!!,2011-12-09,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838db
en,5,0,Foursquare,More than 100 different international beer flavors!,2012-02-20,6,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838dc
en,10,0,Foursquare,"Really good beer selection, my favorite is the Duvel.",2012-06-01,9,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838de
en,10,0,Foursquare,Weisen with banana nectar is awesome for a different taste!,2012-06-13,10,http://tour-pedia.org/api/getReviewDetails?id=52a74d22ae9eef5a506838df
