id,name,lat,lng,subCategory,location,language,polarity,rating,source,text,time,wordsCount,details
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,Cute yummy and cheap.  6 apps w/rice and 2 glasses Of wine for 31 euro.Duck and yellow curry appetizers highly recommended.,2012-05-15,20,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681acf
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,de,0,0,Foursquare,"Wer nach 23 Uhr noch Hunger hat ist hier richtig. Grossartiger Asia Fusion Food, für deutsche Verhältnisse ziemlich authentisches Sate",2012-06-09,21,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ad0
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,Try morning glory! It is new on the daily special card,2012-06-22,11,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ad1
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,2,0,Foursquare,"Very noisy and crowded place. Food is unbelievably delicious, except for Crispy Prawn special. Alcohol selection is poor, but it doesn't matter. Duck, pork, curry, omg.",2012-06-23,26,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ad2
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,Try the Morning Glory summer special!,2012-06-28,6,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ad3
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,warm sake! :) and free wlan,2012-07-02,5,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ad4
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,The Favorite Duck (18) and Cozy Green Curry (21) are amazing!,2012-07-21,9,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ad5
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,My favourite upscale asian restaurant in Berlin. Kind of Asian Tapas!,2012-07-30,11,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ad6
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,"""Duck in pyjamas"" forever :)",2012-08-25,4,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ad7
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,"Great fusion asian restaurant, so many delicious things to eat",2012-09-02,10,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ad8
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,0,0,Foursquare,"the feeling of an asian cookshop: crowded, nosy and busy restaurant, BUT very delicious and authentic food - served in small bowls providing a little bit of everything: duck, shrimp, pork, herbs, ...",2012-09-04,32,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ad9
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,"Try Duck in Pyjamas and Harvest Gold. Do book for dinner as it gets quite busy around 7:30pm, even on a weekday.",2012-10-23,22,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ada
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,fr,0,0,Foursquare,Très bon concept!! Et en plus c'est super bon ;),2012-10-27,10,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681adb
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,Small plates mean more variety! Everything is scrumptious. Order at least five things each.  Your tastebuds and your tummy will thank you.,2012-10-29,22,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681adc
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,Catch the fish!,2012-11-04,3,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681add
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,de,0,0,Foursquare,Schweinebauch!,2012-11-16,1,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ade
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,Really nice Asian restaurant with food to share with your friends.,2012-11-29,11,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681adf
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,"Great Vietnamese food,  try the aginst cold drink",2012-12-22,8,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ae0
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,"Great duck, especially ''my favorite duck''! Very nice atmosphere and value for money! Definitely a must!",2012-12-24,16,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ae1
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,"One of the greatest asian restaurants i have ever visited!Cozy and appropriate for every occasion, even for Christmas eve!! Try "" my favorite duck"" and  "" first choice"".value for money guaranteed!!",2012-12-24,31,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ae2
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,Awesome place! You have to try it.,2012-12-25,7,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ae3
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,0,0,Foursquare,"Great, the duck noodle soup was tasty. Give the non-alcoholic alternatives a try.",2012-12-26,13,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ae4
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,de,0,0,Foursquare,Absolut superleckeres Essen und auf Grund der kleinen und günstigen Einzelgerichte kann man schön wild ausprobieren und kombinieren. Top.,2012-12-31,21,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ae5
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,Maybe the best restaurant in Berlin!!,2012-12-31,6,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ae6
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,0,0,Foursquare,"After first visit, it immediately became my fav value restaurant in Berlin. Asian tapas concept, small bowls €3 each. Amazingly delicious. A normal hungry person need 3 bowls + rice or noodle side.",2013-01-09,30,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ae7
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,"Really yummy! My favourite duck, the papaya salad and the prawns with avocado are also highly recommended. Try a Virgin Transit, really nice fruit cocktail without alcohol.",2013-01-29,27,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ae8
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,"So, let me speak from my heart... This is a must if you like asian good, take only cash. It must be: My favorit duck, crispy  prawns, bali baby and forever young. And dont forget to come back;)",2013-02-12,38,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681ae9
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,"Really delicious food! Service friendly and fast! Usually crowded, so no place to hang out for ever... you will be placed!",2013-03-06,21,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681aea
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,Really good food. 3-4 portions each is more than enough!,2013-03-16,10,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681aeb
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,Draw sth on the back of your order paper and get famous. (Just like my six year old daughter did) #proud,2013-03-23,21,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681aec
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,de,0,0,Foursquare,"My favorite Duck und die frittierten prawns mit Avocadosauce probieren! Als Dessert den Kokos Panacotta mit Mangocreme on Top probieren, super lecker!",2013-04-06,22,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681aed
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,lt,0,0,Foursquare,duck in pyjamas & party girl!!,2013-04-07,5,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681aee
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,The more People the better!,2013-04-13,5,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681aef
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,de,0,0,Foursquare,Gewollt. Nicht gekonnt.,2013-04-19,3,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681af0
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,Great food for good price!,2013-04-26,5,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681af1
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,Oh my god I love it!,2013-05-08,6,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681af2
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,0,0,Foursquare,"Super tasty food and very nice place, but 6 € for 1 bottle of water is a bit too much.",2013-05-10,17,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681af3
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,de,0,0,Foursquare,Unglaublich gutes Essen zu unschlagbarem Preis.,2013-05-13,6,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681af4
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,You can choose anything! Everything is super lecker. 4 bowls with a rice is enough for a girl :),2013-05-29,17,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681af5
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,de,0,0,Foursquare,Viele kleine Schälchen mit vielen kleinen Leckereien! :-),2013-06-07,9,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681af6
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,ca,0,0,Foursquare,Try rice side - d e l i c i o u s .,2013-06-15,13,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681af7
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,yummmmmmy mango milchshake!! and dessert!!,2013-06-22,5,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681af8
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,Delicious!!!! Bad service though. Definitely try the chicken with the peanut sauce.,2013-06-22,12,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681af9
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,"Thai original klein, günstig, cool",2013-06-23,6,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681afa
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,0,0,Foursquare,Duck in pyjamas my favorite. But also try the weekly specials. Portions are small but it allows you to eat variety of dishes. Usually u wait in line so reservation is important.,2013-07-02,32,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681afb
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,"It's fun! Young people, fresh and delicious!",2013-07-20,7,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681afc
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,de,0,0,Foursquare,Leider kleine Portionen! Aber wirklich lecker!!! :),2013-07-21,6,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681afd
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,de,0,0,Foursquare,"Super lecker! Nachtisch ""Pirate of the Caribian"" (Schokomouse + Passionsfrucht) war großartig angerichtet!",2013-07-29,13,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681afe
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,add to your to-do list for sure,2013-08-04,7,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681aff
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,Really nice place! Lovely food! And really nice waitresses!,2013-08-04,9,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b00
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,My favourite duck is very tasty! Try it.,2013-08-05,8,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b01
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,de,0,0,Foursquare,"So lecker! Am besten einmal die Karte rauf und runter bestellen. Und von dem Hühnchen in Erdnussbutter gleich 2 Portionen bestellen, die sind nämlich der Hammer!",2013-08-06,27,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b02
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,Everything is so good here. Including all the desserts I tried- the panna cotta w mango sauce is great.,2013-08-07,19,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b03
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,"The food is really good and thou there were a lot of people, we enjoyed it there.",2013-08-07,17,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b04
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,fr,0,0,Foursquare,"Très bon, beaucoup de plats, je recommande vivement !!!Par contre très bruyant",2013-08-09,14,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b05
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,"Good food, 6€ for a 1l water bottle.",2013-08-11,7,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b06
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,de,0,0,Foursquare,Sehr lecker und Preis-Leistung Verhältnis ist auch super.  Die Einrichtung hat mir hier sehr gefallen.,2013-08-15,16,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b07
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,de,0,0,Foursquare,Köstliches Essen!,2013-08-20,3,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b08
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,10,0,Foursquare,Cozy green curry (17) and Forever Young (12) are the best!,2013-09-19,9,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b09
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,8,0,Foursquare,"The food is good (though overrated), but the service is bad. If you really want Asian tapas, this is your place. If you're deciding between here and another place, choose the other one.",2013-09-20,33,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b0a
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,"Get Catch the Fish, Party Girl and a Be my Friend with an added shot of Vodka! So good.",2013-09-21,19,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b0b
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,"Get an ""Against Cold"" to drink. Does what it says on the tin.",2013-09-30,13,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b0c
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,0,0,Foursquare,"Very delicious food,but too crowded and too noisy so tht you feel to eat everything in 5min and leave....too shade......",2013-10-11,22,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b0d
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,"my favourites: crispy pockets (2), party girl (7), harvest gold (18)",2013-10-22,8,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b0e
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,"soooooo good! avoid the Pho but anything else was just amazing, especially the dishes with coconut!",2013-10-26,16,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b0f
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,"Great dim sum spot! The ""Cozy Green Curry"" was my absolute favorite!! Order a bunch of small plates and share with the table so you can try a little of everything!",2013-10-26,31,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b10
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,"Crunchy strips are absolutely bomb, fire balls, crispy prawns, and first choice are the way to go. the amazing fresh maracuja drink ""be my friend"" - could have that everyday.",2013-10-28,30,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b11
92669,Transit,52.52866439,13.40237554,Asian Restaurant,Berlin,en,5,0,Foursquare,"""Duck in pyjamas"" is delicious! 3 euros each bowl. Get reservations, no way you get a table",2013-11-01,16,http://tour-pedia.org/api/getReviewDetails?id=52a74cfbae9eef5a50681b12
104623,Zum Kegel Gaststätte,52.588963,13.287984,,Berlin,de,0,5,GooglePlaces,Seit über 20 Jahren und immer wieder gerne. Einfach Super.,2012-01-05,9,http://tour-pedia.org/api/getReviewDetails?id=533eccc2ae9eef521e610b95
339702,Bar Malverde,41.375846,2.168902,,Barcelona,es,10,5,GooglePlaces,"La música, que siendo de onda vanguardista, igual se deja escuchar. Además, preparan el mejor pisco sour de Barcelona (elaborado en el acto y con mucho amor). Muy cerca de la Sala Apolo.",2012-02-03,35,http://tour-pedia.org/api/getReviewDetails?id=533eccebae9eef521e625f55
338311,Stile BCN Restaurant,41.39115,2.15776,,Barcelona,es,10,5,GooglePlaces,"Parece que ha cambiado de manos y la verdad que la comida ha mejorado muchísimo, gran relación claidad/precio. Mientras esperabamos nos ofrecieron una copa de cava y un aperitivo, cosa que es de agradecer. en resumen fue una velada encantadora, con muy buen servicio y excelente comida y complementos, sin duda volveremos",2013-05-24,55,http://tour-pedia.org/api/getReviewDetails?id=533ecceaae9eef521e624efe
338311,Stile BCN Restaurant,41.39115,2.15776,,Barcelona,es,10,5,GooglePlaces,"Ideal para ir con la pareja o con los amigos, muy buena relación calidad precio, y es sitio con buena decoración y acogedor; los camareros muy atentos y serviciales. Todo estupendo, ¡para repetir! esta vez fuimos de cena de empresa 50 personas con el menú oro y la verdad muy bien, yo era la que lo organizaba todo y me daba mucho miedo tener algun percance y despues todo eran felicitaciones por haber escogido el restaurante.",2013-05-24,77,http://tour-pedia.org/api/getReviewDetails?id=533ecceaae9eef521e624eff
338311,Stile BCN Restaurant,41.39115,2.15776,,Barcelona,es,5,1,GooglePlaces,"Ufff son las 3 de la noche y aun estoy sufriendo diarea despues de la cenita en el restaurante. Y a mi acompañante le pasa lo mismo!!! Y no me extraña pq hemos compartido los platos, me imagino que puede ser el carpaccio de atún que estaba podrido. En fin, un desastre... además nos han traido patatas casi crudas (eran las 11 ya y supongo que el cocinero queria pirarse a casa) y al cobrarnos nos dicen.... que nos invitan a PAN (creo que son 0,90 €)",2011-08-30,87,http://tour-pedia.org/api/getReviewDetails?id=533ecceaae9eef521e624f00
338311,Stile BCN Restaurant,41.39115,2.15776,,Barcelona,es,0,2,GooglePlaces,Son muy lentos. Casi una hora por plato. Y la comida fría.,2013-04-06,13,http://tour-pedia.org/api/getReviewDetails?id=533ecceaae9eef521e624f01
338311,Stile BCN Restaurant,41.39115,2.15776,,Barcelona,es,10,1,GooglePlaces,"La verdad, mucho nombre, decoración, pero poca cosa para lo que te sirven, ademas la atención de los camareros no es muy buena que digamos, de lo unico bueno que se puede sacar son sus pizzas y la pasta. Ahora , armate de paciencia para que te lleguen los platos. La primera vez que fui estuvo bien aunque con retraso de los platos, la segunda vez igual, y la tercera igual. Seguro que el comentario de Isaac Haus es amigo de los camareros y fue solo una vez.",2011-02-23,89,http://tour-pedia.org/api/getReviewDetails?id=533ecceaae9eef521e624f02
165788,Gloria,41.44203687,2.189735921,Ice Cream Shop,Barcelona,es,5,0,Foursquare,Gofre casero con helado de chocolate.,2013-04-30,6,http://tour-pedia.org/api/getReviewDetails?id=52a75d60ae9eef5a506b9526
165788,Gloria,41.44203687,2.189735921,Ice Cream Shop,Barcelona,es,5,0,Foursquare,Gofre casero con nata y frutas.,2013-04-30,6,http://tour-pedia.org/api/getReviewDetails?id=52a75d60ae9eef5a506b9527
336571,Restaurante El Dierzo,41.403116,2.181871,,Barcelona,ca,0,4,GooglePlaces,"Es bierzo no? Bé, igualment es un molt bon lloc per menjar o el menjar es realment bo. El trobareu infestat de músics de l&#39;ESMUC així que l&#39;unic que escoltareu seran acudits obscens i diferents càntics varis...!",2009-02-01,41,http://tour-pedia.org/api/getReviewDetails?id=533ecce8ae9eef521e623f50
147860,Cafetería Violeta,41.37574396,2.152710362,Snack Place,Barcelona,es,10,0,Foursquare,Las chicas son Muy simpaticas y super enrolladas. Cerveza a 1 leuro y tapas españolas made in China,2011-12-11,18,http://tour-pedia.org/api/getReviewDetails?id=52a759e4ae9eef5a506b1db8
339974,El Salón,41.381785,2.180149,,Barcelona,en,10,5,GooglePlaces,"Conveniently located near the historic center, it is a nice and cosy place. The food was delicious, and correctly priced.",2012-10-05,20,http://tour-pedia.org/api/getReviewDetails?id=533eccecae9eef521e626335
339974,El Salón,41.381785,2.180149,,Barcelona,en,10,3,GooglePlaces,Dissapointed in this classic restaurant in downtown. Food looks very nice but totally untasted.,2012-09-18,14,http://tour-pedia.org/api/getReviewDetails?id=533eccecae9eef521e626336
339974,El Salón,41.381785,2.180149,,Barcelona,en,10,5,GooglePlaces,Eating on the terrace of El Salon with the background of the old roman city wall of Barcelona was a great ambience. I did not know that the Spanish kitchen could be so exciting!,2009-07-21,34,http://tour-pedia.org/api/getReviewDetails?id=533eccecae9eef521e626337
339974,El Salón,41.381785,2.180149,,Barcelona,en,10,4,GooglePlaces,"Very cosy restaurant with Mediterranean cuisine, friendly service and the wines are not expensive. Check out the terrace during the summer !",2010-11-16,21,http://tour-pedia.org/api/getReviewDetails?id=533eccecae9eef521e626338
339974,El Salón,41.381785,2.180149,,Barcelona,es,10,5,GooglePlaces,"De estilo bohemio con cocina de estilo francés,su carta es de temporada y cambia cada tres meses,con especialidades sorprendentes,Ensaladas de beicon y foie,el caneton con nabos,lomo de ciervo con salsa de uvas. Es aconsejable siempre reservar,todas sus mesas tienen una capacidad para 8 personas,En las noches su ambiente lo crean muchos bohemios,como diseñadores,pintores,y algún que otro personaje famoso. Para quien les guste los ambientes bohemios es ideal.",2012-08-13,79,http://tour-pedia.org/api/getReviewDetails?id=533eccecae9eef521e626339
340012,Temple Bar Irish Pub,41.380494,2.174481,,Barcelona,en,2,1,GooglePlaces,"It&#39;s a KIP. As a true blue Jackeen, I went in with the family to watch the Dublin/Cork hurling game last Sunday. With at least 4 large tv screens they were showing the same soccer game on all screens (very Irish), when they eventually switched over to the match one one small screen it was already 20 minutes started. They switched off the reviews at half time and immediately after the match. IT&#39;S NOT CHILD FRIENDLY AND ITS A RIP OFF, with 3 children in tow no large bottles of water or minerals were available - can get them in pubs back home - so had to buy multiple smallers ones at €3 each. Ordered food and extra drinks, food was cancelled as it was not longer available, had no option to cancel the drinks as they arrived with the waiter who said here is the drinks and your food is not available, had to pay for drinks though only wanted them with food. It&#39;s like Ireland ok - rip off Ireland - in my view it&#39;s not value for money. Would I recommend it - yes I would recommend AVOIDING IT and go elsewhere and get value for money. Slán go foil",2013-08-15,205,http://tour-pedia.org/api/getReviewDetails?id=533eccecae9eef521e6263e4
340012,Temple Bar Irish Pub,41.380494,2.174481,,Barcelona,en,0,4,GooglePlaces,Perfect place to watch football on the big screen. Unfortunately they serve Pepsi.,2011-02-16,13,http://tour-pedia.org/api/getReviewDetails?id=533eccecae9eef521e6263e5
339180,La Montserratina,41.386562,2.173415,,Barcelona,es,10,4,GooglePlaces,Crema catalana casera y rica. De 20 a 21 suele haber 2x1.,2013-11-01,10,http://tour-pedia.org/api/getReviewDetails?id=533eccebae9eef521e6258f7
334506,Forn del Pí,41.432155,2.165926,,Barcelona,es,10,5,GooglePlaces,Tienen el pan artesano que esta buenisimo y un Cafe excepcional.,2012-11-17,11,http://tour-pedia.org/api/getReviewDetails?id=533ecce5ae9eef521e622d10
164274,Makro Restaurante,41.332897,2.122016,Restaurant,Barcelona,es,5,0,Foursquare,Guarro restaurante de comida de hospital en bandejas de plastico!!,2013-09-03,10,http://tour-pedia.org/api/getReviewDetails?id=52a75d15ae9eef5a506b8b93
340163,Wine Tapas Arribes del Duero,41.369104,2.147817,,Barcelona,es,10,5,GooglePlaces,Muy agradable... Excelente sitio para diafrutar de una buena copa. Me senti como en casa. Gracias por mantener las tradiciones de los pequeños lugares como este.,2013-10-20,27,http://tour-pedia.org/api/getReviewDetails?id=533eccecae9eef521e62658d
335145,Indians Restaurant,41.42156,2.181018,,Barcelona,es,10,3,GooglePlaces,"El ambiente es agradable. La materia prima deja mucho que desear, por poner un ejemplo, los champiñones son de lata. Calidad precio mejorable. No volvería",2013-06-21,27,http://tour-pedia.org/api/getReviewDetails?id=533ecce6ae9eef521e6231ac
335145,Indians Restaurant,41.42156,2.181018,,Barcelona,es,9,4,GooglePlaces,"Ayer fui a cenar a este restaurante y la verdad es que me gusto mucho. La dueña muy amable nos recomendó una ensalada de foie con mermelada casera de pimiento y estaba riquísima. Y las torradas (con nombres tan originales como messi, guardiola, jordan, etc) también estaba muy ricas y el postre, también recomendación suya, una crêpe de chocolate y crema de naranja riquísima. El precio es razonable (las torradas unos 8€, pizzas con base de crepes por 9€). Cabe destacar que en verano tienen una terraza en la azotea pero al hacer tanto frío no pude disfrutarla :(",2012-12-02,104,http://tour-pedia.org/api/getReviewDetails?id=533ecce6ae9eef521e6231ad
335145,Indians Restaurant,41.42156,2.181018,,Barcelona,es,10,4,GooglePlaces,"Es propiedad de una pareja muy maja, se esmeran mucho por tener un ambiente agradable y con una decoración cuidada. Estar en la terraza cenando te hace pensar en las vacaciones o un chiringuito de playa estando en mitad de la ciudad. La comida es variada, el Foie a la sal está riquísimo, los sandwiches y las pizzas su especialidad y de postre un valenciano muy apetecible.",2012-07-31,69,http://tour-pedia.org/api/getReviewDetails?id=533ecce6ae9eef521e6231ae
335145,Indians Restaurant,41.42156,2.181018,,Barcelona,es,10,5,GooglePlaces,"Recomendado 100%. Íbamos recomendados a otro restaurante de al lado, pero por aspecto nos atrajo al verlo y una vez allí y cenados confirmamos que fué una muy buena elección.",2011-05-01,30,http://tour-pedia.org/api/getReviewDetails?id=533ecce6ae9eef521e6231af
336880,Bar Musical DIANA SET,41.40982,2.18633,,Barcelona,es,10,4,GooglePlaces,"En general, muy bueno. Tipico Pub de toda la vida, buen ambiente y trato agradable.",2013-02-13,15,http://tour-pedia.org/api/getReviewDetails?id=533ecce8ae9eef521e6241a2
336880,Bar Musical DIANA SET,41.40982,2.18633,,Barcelona,es,10,5,GooglePlaces,"Ambiente tranquilo, buen trato y buenos precios. Ya quedan pocos bares como este, super recomendable. Volveré.",2011-01-20,16,http://tour-pedia.org/api/getReviewDetails?id=533ecce8ae9eef521e6241a3
